frame_index,frame_time,pitch
313,6.26,0.0
314,6.28,0.0
315,6.3,0.0
316,6.32,0.0
317,6.34,0.0
318,6.36,0.0
319,6.38,0.0
320,6.4,0.0
321,6.42,0.0
322,6.44,0.0
323,6.46,0.0
324,6.48,0.0
325,6.5,0.0
326,6.5200000000000005,0.0
327,6.54,0.0
328,6.5600000000000005,0.0
329,6.58,0.0
330,6.6000000000000005,0.0
331,6.62,0.0
332,6.640000000000001,0.0
333,6.66,0.0
334,6.68,0.0
335,6.7,0.0
336,6.72,0.0
337,6.74,0.0
338,6.76,0.0
339,6.78,0.0
340,6.8,0.0
341,6.82,0.0
342,6.84,0.0
343,6.86,0.0
344,6.88,0.0
345,6.9,0.0
346,6.92,0.0
347,6.94,0.0
348,6.96,0.0
349,6.98,0.0
350,7.0,0.0
351,7.0200000000000005,0.0
352,7.04,0.0
353,7.0600000000000005,0.0
354,7.08,0.0
355,7.1000000000000005,0.0
356,7.12,0.0
357,7.140000000000001,0.0
358,7.16,0.0
359,7.18,0.0
360,7.2,0.0
361,7.22,0.0
362,7.24,0.0
363,7.26,0.0
364,7.28,0.0
365,7.3,0.0
366,7.32,0.0
367,7.34,0.0
368,7.36,0.0
369,7.38,0.0
370,7.4,0.0
371,7.42,0.0
372,7.44,0.0
373,7.46,0.0
374,7.48,0.0
375,7.5,0.0
376,7.5200000000000005,0.0
377,7.54,0.0
378,7.5600000000000005,0.0
379,7.58,0.0
380,7.6000000000000005,0.0
381,7.62,0.0
382,7.640000000000001,0.0
383,7.66,0.0
384,7.68,0.0
385,7.7,0.0
386,7.72,0.0
387,7.74,0.0
388,7.76,0.0
389,7.78,0.0
390,7.8,0.0
391,7.82,0.0
392,7.84,0.0
393,7.86,0.0
394,7.88,0.0
395,7.9,0.0
396,7.92,0.0
397,7.94,0.0
398,7.96,0.0
399,7.98,0.0
400,8.0,0.0
401,8.02,0.0
402,8.040000000000001,0.0
403,8.06,0.0
404,8.08,0.0
405,8.1,0.0
406,8.120000000000001,0.0
407,8.14,0.0
408,8.16,0.0
409,8.18,0.0
410,8.2,0.0
411,8.22,0.0
412,8.24,0.0
413,8.26,0.0
414,8.28,0.0
415,8.3,0.0
416,8.32,0.0
417,8.34,0.0
418,8.36,0.0
419,8.38,0.0
420,8.4,0.0
421,8.42,0.0
422,8.44,0.0
423,8.46,0.0
424,8.48,0.0
425,8.5,0.0
426,8.52,0.0
427,8.540000000000001,0.0
428,8.56,0.0
429,8.58,0.0
430,8.6,0.0
431,8.620000000000001,0.0
432,8.64,0.0
433,8.66,0.0
434,8.68,0.0
435,8.700000000000001,0.0
436,8.72,0.0
437,8.74,0.0
438,8.76,0.0
439,8.78,0.0
440,8.8,0.0
441,8.82,0.0
442,8.84,0.0
443,8.86,0.0
444,8.88,0.0
445,8.9,0.0
446,8.92,0.0
447,8.94,0.0
448,8.96,0.0
449,8.98,0.0
450,9.0,0.0
451,9.02,0.0
452,9.040000000000001,0.0
453,9.06,0.0
454,9.08,0.0
455,9.1,0.0
456,9.120000000000001,0.0
457,9.14,0.0
458,9.16,0.0
459,9.18,0.0
460,9.200000000000001,0.0
461,9.22,0.0
462,9.24,0.0
463,9.26,0.0
464,9.28,0.0
465,9.3,0.0
466,9.32,0.0
467,9.34,0.0
468,9.36,0.0
469,9.38,0.0
470,9.4,0.0
471,9.42,0.0
472,9.44,0.0
473,9.46,0.0
474,9.48,0.0
475,9.5,0.0
476,9.52,0.0
477,9.540000000000001,0.0
478,9.56,0.0
479,9.58,0.0
480,9.6,0.0
481,9.620000000000001,0.0
482,9.64,0.0
483,9.66,0.0
484,9.68,0.0
485,9.700000000000001,0.0
486,9.72,0.0
487,9.74,0.0
488,9.76,0.0
489,9.78,0.0
490,9.8,0.0
491,9.82,0.0
492,9.84,0.0
493,9.86,0.0
494,9.88,0.0
495,9.9,0.0
496,9.92,0.0
497,9.94,0.0
498,9.96,0.0
499,9.98,0.0
500,10.0,0.0
501,10.02,0.0
502,10.040000000000001,0.0
503,10.06,0.0
504,10.08,0.0
505,10.1,0.0
506,10.120000000000001,0.0
507,10.14,0.0
508,10.16,0.0
509,10.18,0.0
510,10.200000000000001,0.0
511,10.22,0.0
512,10.24,0.0
513,10.26,0.0
514,10.28,0.0
515,10.3,0.0
516,10.32,0.0
517,10.34,0.0
518,10.36,0.0
519,10.38,0.0
520,10.4,0.0
521,10.42,0.0
522,10.44,0.0
523,10.46,0.0
524,10.48,0.0
525,10.5,0.0
526,10.52,0.0
527,10.540000000000001,0.0
528,10.56,0.0
529,10.58,0.0
530,10.6,0.0
531,10.620000000000001,0.0
532,10.64,0.0
533,10.66,0.0
534,10.68,0.0
535,10.700000000000001,0.0
536,10.72,0.0
537,10.74,0.0
538,10.76,0.0
539,10.78,0.0
540,10.8,0.0
541,10.82,0.0
542,10.84,0.0
543,10.86,0.0
544,10.88,0.0
545,10.9,0.0
546,10.92,0.0
547,10.94,0.0
548,10.96,0.0
549,10.98,0.0
550,11.0,0.0
551,11.02,0.0
552,11.040000000000001,0.0
553,11.06,0.0
554,11.08,0.0
555,11.1,0.0
556,11.120000000000001,0.0
557,11.14,0.0
558,11.16,0.0
559,11.18,0.0
560,11.200000000000001,0.0
561,11.22,0.0
562,11.24,0.0
563,11.26,0.0
564,11.28,0.0
565,11.3,0.0
566,11.32,0.0
567,11.34,0.0
568,11.36,0.0
569,11.38,0.0
570,11.4,0.0
571,11.42,0.0
572,11.44,0.0
573,11.46,0.0
574,11.48,0.0
575,11.5,0.0
576,11.52,0.0
577,11.540000000000001,0.0
578,11.56,0.0
579,11.58,0.0
580,11.6,0.0
581,11.620000000000001,0.0
582,11.64,0.0
583,11.66,0.0
584,11.68,0.0
585,11.700000000000001,0.0
586,11.72,0.0
587,11.74,0.0
588,11.76,0.0
589,11.78,0.0
590,11.8,0.0
591,11.82,0.0
592,11.84,0.0
593,11.86,0.0
594,11.88,0.0
595,11.9,0.0
596,11.92,0.0
597,11.94,0.0
598,11.96,0.0
599,11.98,0.0
600,12.0,0.0
601,12.02,0.0
602,12.040000000000001,0.0
603,12.06,0.0
604,12.08,0.0
605,12.1,0.0
606,12.120000000000001,0.0
607,12.14,0.0
608,12.16,0.0
609,12.18,0.0
610,12.200000000000001,0.0
611,12.22,0.0
612,12.24,0.0
613,12.26,0.0
614,12.280000000000001,0.0
615,12.3,0.0
616,12.32,0.0
617,12.34,0.0
618,12.36,0.0
619,12.38,0.0
620,12.4,0.0
621,12.42,0.0
622,12.44,0.0
623,12.46,0.0
624,12.48,0.0
625,12.5,0.0
626,12.52,0.0
627,12.540000000000001,0.0
628,12.56,0.0
629,12.58,0.0
630,12.6,0.0
631,12.620000000000001,0.0
632,12.64,0.0
633,12.66,0.0
634,12.68,0.0
635,12.700000000000001,0.0
636,12.72,0.0
637,12.74,0.0
638,12.76,0.0
639,12.780000000000001,0.0
640,12.8,0.0
641,12.82,0.0
642,12.84,0.0
643,12.86,0.0
644,12.88,0.0
645,12.9,0.0
646,12.92,0.0
647,12.94,0.0
648,12.96,0.0
649,12.98,0.0
650,13.0,0.0
651,13.02,0.0
652,13.040000000000001,0.0
653,13.06,0.0
654,13.08,0.0
655,13.1,0.0
656,13.120000000000001,0.0
657,13.14,0.0
658,13.16,0.0
659,13.18,0.0
660,13.200000000000001,0.0
661,13.22,0.0
662,13.24,0.0
663,13.26,0.0
664,13.280000000000001,0.0
665,13.3,0.0
666,13.32,0.0
667,13.34,0.0
668,13.36,0.0
669,13.38,0.0
670,13.4,0.0
671,13.42,0.0
672,13.44,0.0
673,13.46,0.0
674,13.48,0.0
675,13.5,0.0
676,13.52,0.0
677,13.540000000000001,0.0
678,13.56,0.0
679,13.58,0.0
680,13.6,0.0
681,13.620000000000001,0.0
682,13.64,0.0
683,13.66,0.0
684,13.68,0.0
685,13.700000000000001,0.0
686,13.72,0.0
687,13.74,0.0
688,13.76,0.0
689,13.780000000000001,0.0
690,13.8,0.0
691,13.82,0.0
692,13.84,0.0
693,13.86,0.0
694,13.88,0.0
695,13.9,0.0
696,13.92,0.0
697,13.94,0.0
698,13.96,0.0
699,13.98,0.0
700,14.0,0.0
701,14.02,0.0
702,14.040000000000001,0.0
703,14.06,0.0
704,14.08,0.0
705,14.1,0.0
706,14.120000000000001,0.0
707,14.14,0.0
708,14.16,0.0
709,14.18,0.0
710,14.200000000000001,0.0
711,14.22,0.0
712,14.24,0.0
713,14.26,0.0
714,14.280000000000001,0.0
715,14.3,0.0
716,14.32,0.0
717,14.34,0.0
718,14.36,0.0
719,14.38,0.0
720,14.4,0.0
721,14.42,0.0
722,14.44,0.0
723,14.46,0.0
724,14.48,0.0
725,14.5,0.0
726,14.52,0.0
727,14.540000000000001,0.0
728,14.56,0.0
729,14.58,0.0
730,14.6,0.0
731,14.620000000000001,0.0
732,14.64,0.0
733,14.66,0.0
734,14.68,0.0
735,14.700000000000001,0.0
736,14.72,0.0
737,14.74,0.0
738,14.76,0.0
739,14.780000000000001,0.0
740,14.8,0.0
741,14.82,0.0
742,14.84,0.0
743,14.86,0.0
744,14.88,0.0
745,14.9,0.0
746,14.92,0.0
747,14.94,0.0
748,14.96,0.0
749,14.98,0.0
750,15.0,0.0
751,15.02,0.0
752,15.040000000000001,0.0
753,15.06,0.0
754,15.08,0.0
755,15.1,0.0
756,15.120000000000001,0.0
757,15.14,0.0
758,15.16,0.0
759,15.18,0.0
760,15.200000000000001,0.0
761,15.22,0.0
762,15.24,0.0
763,15.26,0.0
764,15.280000000000001,0.0
765,15.3,0.0
766,15.32,0.0
767,15.34,0.0
768,15.36,0.0
769,15.38,0.0
770,15.4,0.0
771,15.42,0.0
772,15.44,0.0
773,15.46,0.0
774,15.48,0.0
775,15.5,0.0
776,15.52,0.0
777,15.540000000000001,0.0
778,15.56,0.0
779,15.58,0.0
780,15.6,0.0
781,15.620000000000001,0.0
782,15.64,0.0
783,15.66,0.0
784,15.68,0.0
785,15.700000000000001,0.0
786,15.72,0.0
787,15.74,0.0
788,15.76,0.0
789,15.780000000000001,0.0
790,15.8,0.0
791,15.82,0.0
792,15.84,0.0
793,15.860000000000001,0.0
794,15.88,0.0
795,15.9,0.0
796,15.92,0.0
797,15.94,0.0
798,15.96,0.0
799,15.98,0.0
800,16.0,0.0
801,16.02,0.0
802,16.04,0.0
803,16.06,0.0
804,16.080000000000002,0.0
805,16.1,0.0
806,16.12,0.0
807,16.14,0.0
808,16.16,0.0
809,16.18,0.0
810,16.2,0.0
811,16.22,0.0
812,16.240000000000002,0.0
813,16.26,0.0
814,16.28,0.0
815,16.3,0.0
816,16.32,0.0
817,16.34,0.0
818,16.36,0.0
819,16.38,0.0
820,16.4,0.0
821,16.42,0.0
822,16.44,0.0
823,16.46,0.0
824,16.48,0.0
825,16.5,0.0
826,16.52,0.0
827,16.54,0.0
828,16.56,0.0
829,16.580000000000002,0.0
830,16.6,0.0
831,16.62,0.0
832,16.64,0.0
833,16.66,0.0
834,16.68,0.0
835,16.7,0.0
836,16.72,0.0
837,16.740000000000002,0.0
838,16.76,0.0
839,16.78,0.0
840,16.8,0.0
841,16.82,0.0
842,16.84,0.0
843,16.86,0.0
844,16.88,0.0
845,16.9,0.0
846,16.92,0.0
847,16.94,0.0
848,16.96,0.0
849,16.98,0.0
850,17.0,0.0
851,17.02,0.0
852,17.04,0.0
853,17.06,0.0
854,17.080000000000002,0.0
855,17.1,0.0
856,17.12,0.0
857,17.14,0.0
858,17.16,0.0
859,17.18,0.0
860,17.2,0.0
861,17.22,0.0
862,17.240000000000002,0.0
863,17.26,0.0
864,17.28,0.0
865,17.3,0.0
866,17.32,0.0
867,17.34,0.0
868,17.36,0.0
869,17.38,0.0
870,17.400000000000002,0.0
871,17.42,0.0
872,17.44,0.0
873,17.46,0.0
874,17.48,0.0
875,17.5,0.0
876,17.52,0.0
877,17.54,0.0
878,17.56,0.0
879,17.580000000000002,0.0
880,17.6,0.0
881,17.62,0.0
882,17.64,0.0
883,17.66,0.0
884,17.68,0.0
885,17.7,0.0
886,17.72,0.0
887,17.740000000000002,0.0
888,17.76,0.0
889,17.78,0.0
890,17.8,0.0
891,17.82,0.0
892,17.84,0.0
893,17.86,0.0
894,17.88,0.0
895,17.900000000000002,0.0
896,17.92,0.0
897,17.94,0.0
898,17.96,0.0
899,17.98,0.0
900,18.0,0.0
901,18.02,0.0
902,18.04,0.0
903,18.06,0.0
904,18.080000000000002,0.0
905,18.1,0.0
906,18.12,0.0
907,18.14,0.0
908,18.16,0.0
909,18.18,0.0
910,18.2,0.0
911,18.22,0.0
912,18.240000000000002,0.0
913,18.26,0.0
914,18.28,0.0
915,18.3,0.0
916,18.32,0.0
917,18.34,0.0
918,18.36,0.0
919,18.38,0.0
920,18.400000000000002,0.0
921,18.42,0.0
922,18.44,0.0
923,18.46,0.0
924,18.48,0.0
925,18.5,0.0
926,18.52,0.0
927,18.54,0.0
928,18.56,0.0
929,18.580000000000002,0.0
930,18.6,0.0
931,18.62,0.0
932,18.64,0.0
933,18.66,0.0
934,18.68,0.0
935,18.7,0.0
936,18.72,0.0
937,18.740000000000002,0.0
938,18.76,0.0
939,18.78,0.0
940,18.8,0.0
941,18.82,0.0
942,18.84,0.0
943,18.86,0.0
944,18.88,0.0
945,18.900000000000002,0.0
946,18.92,0.0
947,18.94,0.0
948,18.96,0.0
949,18.98,0.0
950,19.0,0.0
951,19.02,0.0
952,19.04,0.0
953,19.06,0.0
954,19.080000000000002,0.0
955,19.1,0.0
956,19.12,0.0
957,19.14,0.0
958,19.16,0.0
959,19.18,0.0
960,19.2,0.0
961,19.22,0.0
962,19.240000000000002,0.0
963,19.26,0.0
964,19.28,0.0
965,19.3,0.0
966,19.32,0.0
967,19.34,0.0
968,19.36,0.0
969,19.38,0.0
970,19.400000000000002,0.0
971,19.42,0.0
972,19.44,0.0
973,19.46,0.0
974,19.48,0.0
975,19.5,0.0
976,19.52,0.0
977,19.54,0.0
978,19.56,0.0
979,19.580000000000002,0.0
980,19.6,0.0
981,19.62,0.0
982,19.64,0.0
983,19.66,0.0
984,19.68,0.0
985,19.7,0.0
986,19.72,0.0
987,19.740000000000002,0.0
988,19.76,0.0
989,19.78,0.0
990,19.8,0.0
991,19.82,0.0
992,19.84,0.0
993,19.86,0.0
994,19.88,0.0
995,19.900000000000002,0.0
996,19.92,0.0
997,19.94,0.0
998,19.96,0.0
999,19.98,0.0
1000,20.0,0.0
1001,20.02,0.0
1002,20.04,0.0
1003,20.06,0.0
1004,20.080000000000002,0.0
1005,20.1,0.0
1006,20.12,0.0
1007,20.14,0.0
1008,20.16,0.0
1009,20.18,0.0
1010,20.2,0.0
1011,20.22,0.0
1012,20.240000000000002,0.0
1013,20.26,0.0
1014,20.28,0.0
1015,20.3,0.0
1016,20.32,0.0
1017,20.34,0.0
1018,20.36,0.0
1019,20.38,0.0
1020,20.400000000000002,0.0
1021,20.42,0.0
1022,20.44,0.0
1023,20.46,0.0
1024,20.48,0.0
1025,20.5,0.0
1026,20.52,0.0
1027,20.54,0.0
1028,20.56,0.0
1029,20.580000000000002,0.0
1030,20.6,0.0
1031,20.62,0.0
1032,20.64,0.0
1033,20.66,0.0
1034,20.68,0.0
1035,20.7,0.0
1036,20.72,0.0
1037,20.740000000000002,0.0
1038,20.76,0.0
1039,20.78,0.0
1040,20.8,0.0
1041,20.82,0.0
1042,20.84,0.0
1043,20.86,0.0
1044,20.88,0.0
1045,20.900000000000002,0.0
1046,20.92,0.0
1047,20.94,0.0
1048,20.96,0.0
1049,20.98,0.0
1050,21.0,0.0
1051,21.02,0.0
1052,21.04,0.0
1053,21.06,0.0
1054,21.080000000000002,0.0
1055,21.1,0.0
1056,21.12,0.0
1057,21.14,0.0
1058,21.16,0.0
1059,21.18,0.0
1060,21.2,0.0
1061,21.22,0.0
1062,21.240000000000002,0.0
1063,21.26,0.0
1064,21.28,0.0
1065,21.3,0.0
1066,21.32,0.0
1067,21.34,0.0
1068,21.36,0.0
1069,21.38,0.0
1070,21.400000000000002,0.0
1071,21.42,0.0
1072,21.44,0.0
1073,21.46,0.0
1074,21.48,0.0
1075,21.5,0.0
1076,21.52,0.0
1077,21.54,0.0
1078,21.56,0.0
1079,21.580000000000002,0.0
1080,21.6,0.0
1081,21.62,0.0
1082,21.64,0.0
1083,21.66,0.0
1084,21.68,0.0
1085,21.7,0.0
1086,21.72,0.0
1087,21.740000000000002,0.0
1088,21.76,0.0
1089,21.78,0.0
1090,21.8,0.0
1091,21.82,0.0
1092,21.84,0.0
1093,21.86,0.0
1094,21.88,0.0
1095,21.900000000000002,0.0
1096,21.92,0.0
1097,21.94,0.0
1098,21.96,0.0
1099,21.98,0.0
1100,22.0,0.0
1101,22.02,0.0
1102,22.04,0.0
1103,22.06,0.0
1104,22.080000000000002,0.0
1105,22.1,0.0
1106,22.12,0.0
1107,22.14,0.0
1108,22.16,0.0
1109,22.18,0.0
1110,22.2,0.0
1111,22.22,0.0
1112,22.240000000000002,0.0
1113,22.26,0.0
1114,22.28,0.0
1115,22.3,0.0
1116,22.32,0.0
1117,22.34,0.0
1118,22.36,0.0
1119,22.38,0.0
1120,22.400000000000002,0.0
1121,22.42,0.0
1122,22.44,0.0
1123,22.46,0.0
1124,22.48,0.0
1125,22.5,0.0
1126,22.52,0.0
1127,22.54,0.0
1128,22.56,0.0
1129,22.580000000000002,0.0
1130,22.6,0.0
1131,22.62,0.0
1132,22.64,0.0
1133,22.66,0.0
1134,22.68,0.0
1135,22.7,0.0
1136,22.72,0.0
1137,22.740000000000002,0.0
1138,22.76,0.0
1139,22.78,0.0
1140,22.8,0.0
1141,22.82,0.0
1142,22.84,0.0
1143,22.86,0.0
1144,22.88,0.0
1145,22.900000000000002,0.0
1146,22.92,0.0
1147,22.94,0.0
1148,22.96,0.0
1149,22.98,0.0
1150,23.0,0.0
1151,23.02,0.0
1152,23.04,0.0
1153,23.06,0.0
1154,23.080000000000002,0.0
1155,23.1,198.69724993175743
1156,23.12,219.83258359329426
1157,23.14,226.27416997969522
1158,23.16,226.27416997969522
1159,23.18,232.90450925475
1160,23.2,236.2921833503199
1161,23.22,236.2921833503199
1162,23.240000000000002,236.2921833503199
1163,23.26,232.90450925475
1164,23.28,193.04072492808348
1165,23.3,184.85643149956366
1166,23.32,187.54523021108025
1167,23.34,190.27313840043536
1168,23.36,193.04072492808348
1169,23.38,198.69724993175743
1170,23.400000000000002,179.59392772949968
1171,23.42,0.0
1172,23.44,239.72913230026904
1173,23.46,243.21607282385838
1174,23.48,239.72913230026904
1175,23.5,236.2921833503199
1176,23.52,236.2921833503199
1177,23.54,232.90450925475
1178,23.56,232.90450925475
1179,23.580000000000002,232.90450925475
1180,23.6,229.56540356976004
1181,23.62,204.5195237696689
1182,23.64,190.27313840043536
1183,23.66,479.45826460053814
1184,23.68,486.43214564771665
1185,23.7,0.0
1186,23.72,223.03012215183992
1187,23.740000000000002,226.27416997969522
1188,23.76,236.2921833503199
1189,23.78,239.72913230026904
1190,23.8,236.2921833503199
1191,23.82,232.90450925475
1192,23.84,232.90450925475
1193,23.86,232.90450925475
1194,23.88,232.90450925475
1195,23.900000000000002,232.90450925475
1196,23.92,232.90450925475
1197,23.94,236.2921833503199
1198,23.96,236.2921833503199
1199,23.98,239.72913230026904
1200,24.0,246.75373206527053
1201,24.02,253.98416831491193
1202,24.04,257.6784531118807
1203,24.060000000000002,261.42647251857596
1204,24.080000000000002,261.42647251857596
1205,24.1,261.42647251857596
1206,24.12,261.42647251857596
1207,24.14,261.42647251857596
1208,24.16,261.42647251857596
1209,24.18,261.42647251857596
1210,24.2,261.42647251857596
1211,24.22,257.6784531118807
1212,24.240000000000002,246.75373206527053
1213,24.26,232.90450925475
1214,24.28,226.27416997969522
1215,24.3,226.27416997969522
1216,24.32,216.68088750990282
1217,24.34,0.0
1218,24.36,0.0
1219,24.38,257.6784531118807
1220,24.400000000000002,253.98416831491193
1221,24.42,250.34284774524383
1222,24.44,246.75373206527053
1223,24.46,302.0397800581419
1224,24.48,310.89022116915385
1225,24.5,320.0
1226,24.52,310.89022116915385
1227,24.54,302.0397800581419
1228,24.560000000000002,302.0397800581419
1229,24.580000000000002,297.7094957286869
1230,24.6,293.44129382549477
1231,24.62,293.44129382549477
1232,24.64,293.44129382549477
1233,24.66,293.44129382549477
1234,24.68,293.44129382549477
1235,24.7,293.44129382549477
1236,24.72,293.44129382549477
1237,24.740000000000002,293.44129382549477
1238,24.76,293.44129382549477
1239,24.78,293.44129382549477
1240,24.8,293.44129382549477
1241,24.82,293.44129382549477
1242,24.84,297.7094957286869
1243,24.86,297.7094957286869
1244,24.88,293.44129382549477
1245,24.900000000000002,293.44129382549477
1246,24.92,297.7094957286869
1247,24.94,293.44129382549477
1248,24.96,293.44129382549477
1249,24.98,302.0397800581419
1250,25.0,293.44129382549477
1251,25.02,293.44129382549477
1252,25.04,289.23428428515234
1253,25.060000000000002,289.23428428515234
1254,25.080000000000002,273.0008112836297
1255,25.1,257.6784531118807
1256,25.12,236.2921833503199
1257,25.14,219.83258359329426
1258,25.16,207.49432874416155
1259,25.18,195.84856692874484
1260,25.2,190.27313840043536
